tick,time_s,status,bus,battery,solar,job_failed
0,0,1,0,500,0,0
1,60,1,194.777,505,199.777,0
2,120,1,203.884,510,199.108,0
3,180,1,211.881,515,197.996,0
4,240,1,218.328,520,196.447,0
5,300,1,222.794,525,194.467,0
6,360,1,224.859,530,192.065,0
7,420,1,224.111,535,189.252,0
8,480,1,220.151,540,186.04,0
9,540,1,212.596,545,182.444,0
10,600,1,201.076,550,178.48,0
11,660,1,185.241,555,174.165,0
12,720,1,164.76,560,169.519,0
13,780,1,139.323,565,164.563,0
14,840,1,108.641,570,159.318,0
15,900,1,72.449,575,153.808,0
16,960,1,30.5072,580,148.058,0
17,1020,1,0,585,142.093,0
18,1080,1,0,590,135.941,0
19,1140,1,124.628,595,129.628,0
20,1200,1,242.81,600,123.182,0
