tick,time_s,requested_w,received_w
1,60,0,0
2,120,1800,1800
3,180,1800,1800
4,240,1800,1800
5,300,1800,1800
6,360,1800,1800
7,420,1800,1800
8,480,1800,1800
9,540,1800,1800
10,600,1800,1800
11,660,1800,1800
12,720,1800,1800
13,780,1800,1800
14,840,1800,1800
15,900,1800,1800
16,960,1800,1800
17,1020,1800,1800
18,1080,1800,1800
19,1140,1800,1800
20,1200,1800,1800
21,1260,1800,1800
22,1320,1800,1800
23,1380,0,0
24,1440,0,0
25,1500,0,0
