tick,time_s,status,ran_steps,cum_steps,reload,mark_reload,temp_K,density_m3,n_ratio,pressure_Pa,shield_hits,shield_reemit
366,21960,1,2500,912500,0,0,0,0,0,0,0,0
367,22020,1,2500,915000,0,0,0,0,0,0,0,0
368,22080,1,2500,917500,0,0,0,0,0,0,0,0
369,22140,1,2500,920000,0,0,0,0,0,0,0,0
370,22200,1,2500,922500,0,0,0,0,0,0,0,0
371,22260,1,2500,925000,0,0,0,0,0,0,0,0
372,22320,1,2500,927500,0,0,0,0,0,0,0,0
373,22380,1,2500,930000,0,0,0,0,0,0,0,0
374,22440,1,2500,932500,0,0,0,0,0,0,0,0
375,22500,1,2500,935000,0,0,0,0,0,0,0,0
376,22560,1,2500,937500,0,0,0,0,0,0,0,0
377,22620,1,2500,940000,0,0,0,0,0,0,0,0
378,22680,1,2500,942500,0,0,0,0,0,0,0,0
379,22740,1,2500,945000,0,0,0,0,0,0,0,0
380,22800,1,2500,947500,0,0,0,0,0,0,0,0
381,22860,1,2500,950000,0,0,0,0,0,0,0,0
382,22920,1,2500,952500,0,0,0,0,0,0,0,0
383,22980,1,2500,955000,0,0,0,0,0,0,0,0
384,23040,1,2500,957500,0,0,0,0,0,0,0,0
385,23100,1,2500,960000,0,0,0,0,0,0,0,0
386,23160,1,2500,962500,0,0,0,0,0,0,0,0
387,23220,1,2500,965000,0,0,0,0,0,0,0,0
388,23280,1,2500,967500,0,0,0,0,0,0,0,0
389,23340,1,2500,970000,0,0,0,0,0,0,0,0
390,23400,1,2500,972500,0,0,0,0,0,0,0,0
391,23460,1,2500,975000,0,0,0,0,0,0,0,0
392,23520,1,2500,977500,0,0,0,0,0,0,0,0
393,23580,1,2500,980000,0,0,0,0,0,0,0,0
394,23640,1,2500,982500,0,0,0,0,0,0,0,0
395,23700,1,2500,985000,0,0,0,0,0,0,0,0
396,23760,1,2500,987500,0,0,0,0,0,0,0,0
397,23820,1,2500,990000,0,0,0,0,0,0,0,0
398,23880,1,2500,992500,0,0,0,0,0,0,0,0
399,23940,1,2500,995000,0,0,0,0,0,0,0,0
400,24000,1,2500,997500,0,0,0,0,0,0,0,0
401,24060,1,2500,1e+06,0,0,0,0,0,0,0,0
402,24120,1,2500,1.0025e+06,0,0,0,0,0,0,0,0
403,24180,1,2500,1.005e+06,0,0,0,0,0,0,0,0
404,24240,1,2500,1.0075e+06,0,0,0,0,0,0,0,0
405,24300,1,2500,1.01e+06,0,0,0,0,0,0,0,0
406,24360,1,2500,1.0125e+06,0,0,0,0,0,0,0,0
407,24420,1,2500,1.015e+06,0,0,0,0,0,0,0,0
408,24480,1,2500,1.0175e+06,0,0,0,0,0,0,0,0
409,24540,1,2500,1.02e+06,0,0,0,0,0,0,0,0
410,24600,1,2500,1.0225e+06,0,0,0,0,0,0,0,0
411,24660,1,2500,1.025e+06,0,0,0,0,0,0,0,0
412,24720,1,2500,1.0275e+06,0,0,0,0,0,0,0,0
413,24780,1,2500,1.03e+06,0,0,0,0,0,0,0,0
414,24840,1,2500,1.0325e+06,0,0,0,0,0,0,0,0
415,24900,1,2500,1.035e+06,0,0,0,0,0,0,0,0
416,24960,1,2500,1.0375e+06,0,0,0,0,0,0,0,0
417,25020,1,2500,1.04e+06,0,0,0,0,0,0,0,0
418,25080,1,2500,1.0425e+06,0,0,0,0,0,0,0,0
419,25140,1,2500,1.045e+06,0,0,0,0,0,0,0,0
420,25200,1,2500,1.0475e+06,0,0,0,0,0,0,0,0
421,25260,1,2500,1.05e+06,0,0,0,0,0,0,0,0
422,25320,1,2500,1.0525e+06,0,0,0,0,0,0,0,0
423,25380,1,2500,1.055e+06,0,0,0,0,0,0,0,0
424,25440,1,2500,1.0575e+06,0,0,0,0,0,0,0,0
425,25500,1,2500,1.06e+06,0,0,0,0,0,0,0,0
426,25560,1,2500,1.0625e+06,0,0,0,0,0,0,0,0
427,25620,1,2500,1.065e+06,0,0,0,0,0,0,0,0
428,25680,1,2500,1.0675e+06,0,0,0,0,0,0,0,0
429,25740,1,2500,1.07e+06,0,0,0,0,0,0,0,0
430,25800,1,2500,1.0725e+06,0,0,0,0,0,0,0,0
431,25860,1,2500,1.075e+06,0,0,0,0,0,0,0,0
432,25920,1,2500,1.0775e+06,0,0,0,0,0,0,0,0
433,25980,1,2500,1.08e+06,0,0,0,0,0,0,0,0
434,26040,1,2500,1.0825e+06,0,0,0,0,0,0,0,0
435,26100,1,2500,1.085e+06,0,0,0,0,0,0,0,0
436,26160,1,2500,1.0875e+06,0,0,0,0,0,0,0,0
437,26220,1,2500,1.09e+06,0,0,0,0,0,0,0,0
438,26280,1,2500,1.0925e+06,0,0,0,0,0,0,0,0
439,26340,1,2500,1.095e+06,0,0,0,0,0,0,0,0
440,26400,1,2500,1.0975e+06,0,0,0,0,0,0,0,0
441,26460,1,2500,1.1e+06,0,0,0,0,0,0,0,0
442,26520,1,2500,1.1025e+06,0,0,0,0,0,0,0,0
443,26580,1,2500,1.105e+06,0,0,0,0,0,0,0,0
444,26640,1,2500,1.1075e+06,0,0,0,0,0,0,0,0
445,26700,1,2500,1.11e+06,0,0,0,0,0,0,0,0
446,26760,1,2500,1.1125e+06,0,0,0,0,0,0,0,0
447,26820,1,2500,1.115e+06,0,0,0,0,0,0,0,0
448,26880,1,2500,1.1175e+06,0,0,0,0,0,0,0,0
449,26940,1,2500,1.12e+06,0,0,0,0,0,0,0,0
450,27000,1,2500,1.1225e+06,0,0,0,0,0,0,0,0
451,27060,1,2500,1.125e+06,0,0,0,0,0,0,0,0
452,27120,1,2500,1.1275e+06,0,0,0,0,0,0,0,0
453,27180,1,2500,1.13e+06,0,0,0,0,0,0,0,0
454,27240,1,2500,1.1325e+06,0,0,0,0,0,0,0,0
455,27300,1,2500,1.135e+06,0,0,0,0,0,0,0,0
456,27360,1,2500,1.1375e+06,0,0,0,0,0,0,0,0
457,27420,1,2500,1.14e+06,0,0,0,0,0,0,0,0
458,27480,1,2500,1.1425e+06,0,0,0,0,0,0,0,0
459,27540,1,2500,1.145e+06,0,0,0,0,0,0,0,0
460,27600,1,2500,1.1475e+06,0,0,0,0,0,0,0,0
