tick,time_s,status,ran_steps,cum_steps,reload,mark_reload
1,0,1,0,0,0,0
2,0,1,0,0,0,1
3,0,1,0,0,1,0
4,0,1,0,22500,0,1
5,0,1,0,22500,1,0
6,0,1,0,110000,0,1
7,0,1,0,110000,1,0
8,0,1,0,547500,0,1
9,0,1,0,547500,1,0
10,0,1,0,595000,0,1
11,0,1,0,595000,1,0
12,0,1,0,1.1475e+06,0,1
13,0,1,0,1.1475e+06,1,0
14,0,1,0,1.285e+06,0,1
15,0,1,0,1.285e+06,1,0
