# Fix print output for fix out
# Fix print output for fix out
1,60,1.87492874655085e-08,6.93232545785203e-11,4.85169969643267e-11,1.13965266891494e-09,0.533396316872561,7.6664e+18,0,0
2,120,3.61402193891382e-08,1.22281929908895e-10,7.96785479472986e-11,1.38138484316516e-09,0.566643477686889,7.8884e+18,0,0
3,180,3.72267040834325e-08,1.34813807584719e-10,8.84685030887535e-11,1.39122211455793e-09,0.599592992551918,7.7456e+18,0,0
4,240,3.73438657871483e-08,1.23730768604001e-10,8.71755217056541e-11,1.39011693640009e-09,0.632097700935643,7.8368e+18,0,0
# Fix print output for fix out
1,60,1.87444827163702e-08,1.46686693163597e-10,8.77846375606386e-11,2.54574068539884e-09,0.533396316872561,7.6664e+18,72000000000000,1
2,120,3.62354483649969e-08,2.42316927712186e-10,1.47750670328262e-10,2.94217629674862e-09,0.566643477686889,7.8884e+18,72000000000000,1
3,180,3.67699461966433e-08,2.60649156182192e-10,1.56678370098964e-10,2.93669632708212e-09,0.599592992551918,7.7456e+18,72000000000000,1
4,240,3.74666728460152e-08,2.38925345643418e-10,1.55523847448626e-10,2.9188558881684e-09,0.632097700935643,7.8368e+18,72000000000000,1
5,300,3.71884544347243e-08,2.54076726397841e-10,1.51053064296304e-10,2.88644405364175e-09,0.664012428919785,7.6768e+18,72000000000000,1
6,360,3.76951019900112e-08,2.53598731911225e-10,1.5160074105159e-10,2.89473878336811e-09,0.695194637581747,7.7316e+18,72000000000000,1
7,420,3.71984445250188e-08,2.54408702892057e-10,1.56386867329903e-10,2.91121497392696e-09,0.725505059608051,7.8148e+18,72000000000000,1
8,480,3.70201523889081e-08,2.51279852028253e-10,1.46471172030985e-10,2.93805642127427e-09,0.754808321295958,7.876e+18,72000000000000,1
9,540,3.75855294031968e-08,2.51488098435357e-10,1.51846684263008e-10,2.93336239222044e-09,0.782973547165297,7.7184e+18,72000000000000,1
10,600,3.76844553301828e-08,2.58863227715007e-10,1.53515091559456e-10,2.89493628193464e-09,0.809874944480122,7.75e+18,72000000000000,1
11,660,3.76896173611123e-08,2.5426414746308e-10,1.5434379183345e-10,2.90025654312221e-09,0.835392365069612,7.7964e+18,72000000000000,1
12,720,3.72790597761505e-08,2.56582123818302e-10,1.55177468072769e-10,2.91368114577357e-09,0.859411841938964,7.8088e+18,72000000000000,1
13,780,3.74883811608439e-08,2.57920044358398e-10,1.46565897004753e-10,2.92287049055703e-09,0.881826098273666,7.7624e+18,72000000000000,1
14,840,3.72273602239089e-08,2.58025437721677e-10,1.56951644683181e-10,2.93630142170083e-09,0.902535026563781,7.776e+18,72000000000000,1
15,900,3.72896025805541e-08,2.48573087888678e-10,1.52038418384267e-10,2.88884174358191e-09,0.921446135708399,7.7464e+18,72000000000000,1
16,960,3.73729369451448e-08,2.58108009260509e-10,1.49884051130598e-10,2.92772170758307e-09,0.938474964103336,7.7644e+18,72000000000000,1
17,1020,3.74590806129807e-08,2.6082304149259e-10,1.57210555993188e-10,2.86212738209223e-09,0.953545456867171,7.7372e+18,72000000000000,1
18,1080,3.7047515741941e-08,2.55986180048148e-10,1.4816509783558e-10,2.92474994721911e-09,0.9665903055208,7.7704e+18,72000000000000,1
19,1140,3.77816356219948e-08,2.63441991380096e-10,1.55862170454766e-10,2.91366319856803e-09,0.977551248603455,7.7536e+18,72000000000000,1
20,1200,3.70138353535305e-08,2.54300643903788e-10,1.55622199957949e-10,2.89466642559323e-09,0.986379331882518,7.6624e+18,72000000000000,1
21,1260,3.72489373494445e-08,2.50963867148653e-10,1.50913103219448e-10,2.92725145470189e-09,0.993035126995014,7.862e+18,72000000000000,1
22,1320,3.7467195937806e-08,2.5631647878361e-10,1.47572978937284e-10,2.91086610868669e-09,0.997488907544252,7.8432e+18,72000000000000,1
23,1380,3.71882509911129e-08,2.49514241835549e-10,1.57479198608974e-10,2.96151739351303e-09,0.999720781865127,7.84e+18,72000000000000,1
24,1440,3.69925320837301e-08,2.65896613951659e-10,1.50584373814855e-10,2.89381208422833e-09,0.999720781865127,7.8704e+18,72000000000000,1
25,1500,3.70899511772652e-08,2.50115081128106e-10,1.55117167763479e-10,2.92817817836134e-09,0.997488907544252,7.8176e+18,72000000000000,1
26,1560,3.75196525615058e-08,2.6172267967192e-10,1.49602504515419e-10,2.89843412441022e-09,0.993035126995014,7.8232e+18,72000000000000,1
27,1620,3.71611866326037e-08,2.54503218931055e-10,1.43934109834873e-10,2.93892702140723e-09,0.986379331882518,7.8344e+18,72000000000000,1
28,1680,3.73106843103423e-08,2.59694236749179e-10,1.42229678554567e-10,2.9130750838649e-09,0.977551248603456,7.7416e+18,72000000000000,1
29,1740,3.76122694469902e-08,2.43600556548086e-10,1.49829599174667e-10,2.90636531723307e-09,0.966590305520801,7.88e+18,72000000000000,1
